masterpiece,5,Quality tag,,
amazing_quality,5,Quality tag,,
best_quality,5,Quality tag,,
good_quality,5,Quality tag,,
high_quality,5,Quality tag,,
normal_quality,5,Quality tag,,
bad_quality,5,Quality tag,,
low_quality,5,Quality tag,,
worst_quality,5,Quality tag,,
score_9,5,Quality tag,,
score_8,5,Quality tag,,
score_7,5,Quality tag,,
score_6,5,Quality tag,,
score_5,5,Quality tag,,
score_4,5,Quality tag,,
score_3,5,Quality tag,,
score_2,5,Quality tag,,
score_1,5,Quality tag,,
